attributes.databaseEngine,attributes.deploymentOption,attributes.usagetype,attributes.regionCode,attributes.instanceType,attributes.instanceFamily,attributes.vcpu,attributes.clockSpeed,attributes.physicalProcessor,attributes.memory,attributes.storage,attributes.networkPerformance,attributes.processorArchitecture,attributes.databaseEdition,attributes.licenseModel,attributes.instanceTypeFamily,attributes.normalizationSizeFactor,attributes.dedicatedEbsThroughput,attributes.enhancedNetworkingSupported,attributes.processorFeatures,pricePerUnit
MySQL,Single-AZ,USW2-InstanceUsage:db.m6i.24xl,us-west-2,db.m6i.24xlarge,General purpose,96,,Intel Xeon Scalable Ice Lake,384 GiB,EBS Only,37.5 Gbps,x86,,No license required,M6i,192,,,,8.2080000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.large,us-west-2,db.x2g.large,Memory optimized,2,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,4,,,,0.3770000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.16xl,us-west-2,db.r5d.16xlarge,Memory optimized,64,,Intel Xeon Platinum 8175,512 GiB,4 x 600 NVMe SSD,20 Gbps,64-bit,,No license required,R5d,384,,,,25.7280000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.xl,us-west-2,db.m6gd.xlarge,General purpose,4,,AWS Graviton2,16 GiB,1 x 237 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,24,,,,1.0440000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t4g.large,us-west-2,db.t4g.large,General purpose,2,,AWS Graviton2,8 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,4,,,,0.1460000000
MySQL,Single-AZ,USW2-InstanceUsage:db.t4g.xlarge,us-west-2,db.t4g.xlarge,General purpose,4,,AWS Graviton2,16 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,8,,,,0.2580000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.12xl,us-west-2,db.m5d.12xlarge,General purpose,48,,Intel Xeon Platinum 8175,192 GiB,2 x 900 NVMe SSD,12 Gbps,64-bit,,No license required,M5d,288,,,,14.0400000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.12xl,us-west-2,db.r6gd.12xlarge,Memory optimized,48,,AWS Graviton2,384 GiB,2 x 1425 NVMe SSD,20 Gigabit,64-bit,,No license required,R6GD,288,,,,17.3380000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.large,us-west-2,db.r5b.large,Memory optimized,2,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,8,156 Mbps,Yes,,0.5920000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6g.4xl,us-west-2,db.r6g.4xlarge,Memory optimized,16,,AWS Graviton2,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,64,,,,3.5970000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.24xl,us-west-2,db.r5.24xlarge,Memory optimized,96,Up to 3.1 GHz,Intel Xeon Platinum 8175,768 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R5,192,14000 Mbps,Yes,,11.5200000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m6g.4xl,us-west-2,db.m6g.4xlarge,General purpose,16,,AWS Graviton2,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,32,,,,1.2720000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.x2g.4xlarge,us-west-2,db.x2g.4xlarge,Memory optimized,16,,AWS Graviton2,256 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,32,,,,2.6080000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m5.8xl,us-west-2,db.m5.8xlarge,General purpose,32,,Intel Xeon Platinum 8175,128 GiB,EBS Only,10 Gigabit,64-bit,,No license required,M5,64,,,,2.8480000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.12xl,us-west-2,db.r6i.12xlarge,Memory optimized,48,,Intel Xeon Scalable Ice Lake,384 GiB,EBS Only,18.75 Gbps,x86,,No license required,R6i,96,,,,6.9600000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6i.8xl,us-west-2,db.m6i.8xlarge,General purpose,32,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,12.5 Gbps,x86,,No license required,M6i,64,,,,2.7360000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.8xl,us-west-2,db.r5b.8xlarge,Memory optimized,32,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5b,128,2500 Mbps,Yes,,9.4720000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m6i.large,us-west-2,db.m6i.large,General purpose,2,,Intel Xeon Scalable Ice Lake,8 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,4,,,,0.1780000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.xl,us-west-2,db.r6i.xlarge,Memory optimized,4,,Intel Xeon Scalable Ice Lake,32 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,16,,,,1.0000000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.4xl,us-west-2,db.r6i.4xlarge,Memory optimized,16,,Intel Xeon Scalable Ice Lake,128 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,64,,,,4.0000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t3.large,us-west-2,db.t3.large,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),8 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,4,,,,0.1450000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5.16xl,us-west-2,db.r5.16xlarge,Memory optimized,64,,Intel Xeon Platinum 8175,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5,256,,,,15.3600000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.2xl,us-west-2,db.r5d.2xlarge,Memory optimized,8,,Intel Xeon Platinum 8175,64 GiB,1 x 300 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,R5d,48,,,,3.2160000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.24xl,us-west-2,db.r5.24xlarge,Memory optimized,96,Up to 3.1 GHz,Intel Xeon Platinum 8175,768 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R5,192,14000 Mbps,Yes,,13.9200000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t4g.small,us-west-2,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,1,,,,0.0320000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.t3.xl,us-west-2,db.t3.xlarge,General purpose,4,,Intel Skylake E5 2686 v5 (2.5 GHz),16 GiB,EBS Only,Moderate,64-bit,,No license required,T3,16,,,,0.5440000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.16xl,us-west-2,db.r5d.16xlarge,Memory optimized,64,,Intel Xeon Platinum 8175,512 GiB,4 x 600 NVMe SSD,20 Gbps,64-bit,,No license required,R5d,384,,,,25.7280000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.4xl,us-west-2,db.r5b.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,64,1250 Mbps,Yes,,4.7360000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.16xlarge,us-west-2,db.x2g.16xlarge,Memory optimized,64,,AWS Graviton2,1024 GiB,EBS Only,25 Gigabit,64-bit,,No license required,X2G,256,,,,20.8640000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.t3.medium,us-west-2,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,4,,,,0.1360000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.4xlarge,us-west-2,db.x2g.4xlarge,Memory optimized,16,,AWS Graviton2,256 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,64,,,,5.2160000000
MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.large,us-west-2,db.x2g.large,Memory optimized,2,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,4,,,,0.3260000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.t4g.small,us-west-2,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,2,,,,0.0650000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6i.2xl,us-west-2,db.m6i.2xlarge,General purpose,8,,Intel Xeon Scalable Ice Lake,32 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,16,,,,0.6840000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.12xl,us-west-2,db.m6gd.12xlarge,General purpose,48,,AWS Graviton2,192 GiB,2 x 1425 NVMe SSD,12 gigabit,64-bit,,No license required,M6GD,288,,,,12.5280000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.12xl,us-west-2,db.r5d.12xlarge,Memory optimized,48,,Intel Xeon Platinum 8175,384 GiB,2 x 900 NVMe SSD,10 Gbps,64-bit,,No license required,R5d,288,,,,19.2960000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6i.32xl,us-west-2,db.m6i.32xlarge,General purpose,128,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,50 Gbps,x86,,No license required,M6i,256,,,,10.9440000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5.2xl,us-west-2,db.r5.2xlarge,Memory optimized,8,Up to 3.1 GHz,Intel Xeon Platinum 8175,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,0.9600000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.x2g.12xlarge,us-west-2,db.x2g.12xlarge,Memory optimized,48,,AWS Graviton2,768 GiB,EBS Only,20 Gigabit,64-bit,,No license required,X2G,96,,,,7.8240000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r6g.xl,us-west-2,db.r6g.xlarge,Memory optimized,4,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,8,,,,0.4300000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.16xl,us-west-2,db.m6gd.16xlarge,General purpose,64,,AWS Graviton2,256 GiB,2 x 1900 NVMe SSD,25 Gigabit,64-bit,,No license required,M6GD,384,,,,16.7040000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m6g.xl,us-west-2,db.m6g.xlarge,General purpose,4,,AWS Graviton2,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,16,,,,0.6080000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.large,us-west-2,db.r6i.large,Memory optimized,2,,Intel Xeon Scalable Ice Lake,16 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,R6i,8,,,,0.4800000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5.xl,us-west-2,db.r5.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8175,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,0.9600000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r5.12xl,us-west-2,db.r5.12xlarge,Memory optimized,48,Up to 3.1 GHz,Intel Xeon Platinum 8175,384 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,192,7000 Mbps,Yes,,12.0000000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.24xl,us-west-2,db.r5b.24xlarge,Memory optimized,96,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,768 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R5b,384,7500 Mbps,Yes,,28.4160000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.t4g.large,us-west-2,db.t4g.large,General purpose,2,,AWS Graviton2,8 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,8,,,,0.2580000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.r5.xl,us-west-2,db.r5.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8175,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,8,Up to 3500 Mbps,Yes,,0.5800000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m6i.32xl,us-west-2,db.m6i.32xlarge,General purpose,128,,Intel Xeon Scalable Ice Lake,512 GiB,EBS Only,50 Gbps,x86,,No license required,M6i,256,,,,11.3920000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.t4g.large,us-west-2,db.t4g.large,General purpose,2,,AWS Graviton2,8 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,4,,,,0.1460000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.large,us-west-2,db.r5.large,Memory optimized,2,Up to 3.1 GHz,Intel Xeon Platinum 8175,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,4,Up to 3500 Mbps,Yes,,0.2900000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.12xl,us-west-2,db.r6i.12xlarge,Memory optimized,48,,Intel Xeon Scalable Ice Lake,384 GiB,EBS Only,18.75 Gbps,x86,,No license required,R6i,192,,,,12.0000000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r5b.16xl,us-west-2,db.r5b.16xlarge,Memory optimized,64,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5b,128,5000 Mbps,Yes,,9.4720000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.8xl,us-west-2,db.r5.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,64,,,,4.6400000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.8xlarge,us-west-2,db.x2g.8xlarge,Memory optimized,32,,AWS Graviton2,512 GiB,EBS Only,12 gigabit,64-bit,,No license required,X2G,64,,,,6.0320000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.12xl,us-west-2,db.r6g.12xlarge,Memory optimized,48,,AWS Graviton2,384 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R6G,96,,,,5.3950000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.24xl,us-west-2,db.r6i.24xlarge,Memory optimized,96,,Intel Xeon Scalable Ice Lake,768 GiB,EBS Only,37.5 Gbps,x86,,No license required,R6i,192,,,,13.9200000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.x2g.12xlarge,us-west-2,db.x2g.12xlarge,Memory optimized,48,,AWS Graviton2,768 GiB,EBS Only,20 Gigabit,64-bit,,No license required,X2G,192,,,,15.6480000000
MySQL,Single-AZ,USW2-InstanceUsage:db.r6i.24xl,us-west-2,db.r6i.24xlarge,Memory optimized,96,,Intel Xeon Scalable Ice Lake,768 GiB,EBS Only,37.5 Gbps,x86,,No license required,R6i,192,,,,11.5200000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.12xl,us-west-2,db.r6i.12xlarge,Memory optimized,48,,Intel Xeon Scalable Ice Lake,384 GiB,EBS Only,18.75 Gbps,x86,,No license required,R6i,96,,,,6.0000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t4g.micro,us-west-2,db.t4g.micro,General purpose,2,,AWS Graviton2,1 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,0.5,,,,0.0160000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.large,us-west-2,db.m6gd.large,General purpose,2,,AWS Graviton2,8 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,12,,,,0.5220000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m6g.16xl,us-west-2,db.m6g.16xlarge,General purpose,64,,AWS Graviton2,256 GiB,EBS Only,25 Gigabit,64-bit,,No license required,M6G,256,,,,10.1760000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m6i.2xl,us-west-2,db.m6i.2xlarge,General purpose,8,,Intel Xeon Scalable Ice Lake,32 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,16,,,,0.7120000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.x2g.large,us-west-2,db.x2g.large,Memory optimized,2,,AWS Graviton2,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,X2G,4,,,,0.3260000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r5.4xl,us-west-2,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,64,3500 Mbps,Yes,,4.0000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t4g.2xlarge,us-west-2,db.t4g.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,16,,,,0.5170000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t3.2xl,us-west-2,db.t3.2xlarge,General purpose,8,,Intel Skylake E5 2686 v5 (2.5 GHz),32 GiB,EBS Only,Moderate,64-bit,,No license required,T3,16,,,,0.5790000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.4xl,us-west-2,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,2.3200000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.4xl,us-west-2,db.r6gd.4xlarge,Memory optimized,16,,AWS Graviton2,128 GiB,1 x 950 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,96,,,,5.7790000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.12xl,us-west-2,db.r6g.12xlarge,Memory optimized,48,,AWS Graviton2,384 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R6G,96,,,,6.2290000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r6gd.2xl,us-west-2,db.r6gd.2xlarge,Memory optimized,8,,AWS Graviton2,64 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,R6GD,48,,,,2.8900000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.m6g.12xl,us-west-2,db.m6g.12xlarge,General purpose,48,,AWS Graviton2,192 GiB,EBS Only,12 gigabit,64-bit,,No license required,M6G,96,,,,3.8160000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.m6i.12xl,us-west-2,db.m6i.12xlarge,General purpose,48,,Intel Xeon Scalable Ice Lake,192 GiB,EBS Only,18.75 Gbps,x86,,No license required,M6i,192,,,,8.5440000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.2xl,us-west-2,db.m6gd.2xlarge,General purpose,8,,AWS Graviton2,32 GiB,1 x 475 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,48,,,,2.0880000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.xl,us-west-2,db.r5b.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,16,312 Mbps,Yes,,1.1840000000
MySQL,Single-AZ,USW2-InstanceUsage:db.t3.2xl,us-west-2,db.t3.2xlarge,General purpose,8,,Intel Skylake E5 2686 v5 (2.5 GHz),32 GiB,EBS Only,Moderate,64-bit,,No license required,T3,16,,,,0.5440000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.x2g.16xlarge,us-west-2,db.x2g.16xlarge,Memory optimized,64,,AWS Graviton2,1024 GiB,EBS Only,25 Gigabit,64-bit,,No license required,X2G,128,,,,12.0640000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m6g.xl,us-west-2,db.m6g.xlarge,General purpose,4,,AWS Graviton2,16 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,8,,,,0.3040000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.2xl,us-west-2,db.m5d.2xlarge,General purpose,8,,Intel Xeon Platinum 8175,32 GiB,1 x 300 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,48,,,,2.3400000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.2xl,us-west-2,db.r5b.2xlarge,Memory optimized,8,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,16,625 Mbps,Yes,,1.1840000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r5b.16xl,us-west-2,db.r5b.16xlarge,Memory optimized,64,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,512 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R5b,256,5000 Mbps,Yes,,18.9440000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.large,us-west-2,db.r5d.large,Memory optimized,2,,Intel Xeon Platinum 8175,16 GiB,1 x 75 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,R5d,12,,,,0.8040000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m6gd.large,us-west-2,db.m6gd.large,General purpose,2,,AWS Graviton2,8 GiB,1 x 118 NVMe SSD,Up to 10 Gigabit,64-bit,,No license required,M6GD,12,,,,0.5220000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.r6g.8xl,us-west-2,db.r6g.8xlarge,Memory optimized,32,,AWS Graviton2,256 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R6G,128,,,,7.1940000000
PostgreSQL,Multi-AZ,USW2-Multi-AZUsage:db.t4g.small,us-west-2,db.t4g.small,General purpose,2,,AWS Graviton2,2 GiB,EBS Only,Up to 5 Gigabit,64-bit,,No license required,T4G,2,,,,0.0650000000
Aurora PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.2xl,us-west-2,db.r5.2xlarge,Memory optimized,8,Up to 3.1 GHz,Intel Xeon Platinum 8175,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,16,Up to 3500 Mbps,Yes,,1.1600000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.24xl,us-west-2,db.r5.24xlarge,Memory optimized,96,Up to 3.1 GHz,Intel Xeon Platinum 8175,768 GiB,EBS Only,25 Gigabit,64-bit,,No license required,R5,192,14000 Mbps,Yes,,12.0000000000
PostgreSQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.24xl,us-west-2,db.m5d.24xlarge,General purpose,96,,Intel Xeon Platinum 8175,384 GiB,4 x 900 NVMe SSD,25 Gbps,64-bit,,No license required,M5d,576,,,,28.0800000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.12xl,us-west-2,db.r5.12xlarge,Memory optimized,48,Up to 3.1 GHz,Intel Xeon Platinum 8175,384 GiB,EBS Only,10 Gigabit,64-bit,,No license required,R5,96,7000 Mbps,Yes,,6.0000000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.t3.medium,us-west-2,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.0720000000
Aurora MySQL,Single-AZ,USW2-InstanceUsage:db.t3.medium,us-west-2,db.t3.medium,General purpose,2,,Intel Skylake E5 2686 v5 (2.5 GHz),4 GiB,EBS Only,Low to Moderate,64-bit,,No license required,T3,2,,,,0.0820000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5b.xl,us-west-2,db.r5b.xlarge,Memory optimized,4,Up to 3.1 GHz,Intel Xeon Platinum 8000 series,32 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5b,8,312 Mbps,Yes,,0.5920000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6i.8xl,us-west-2,db.r6i.8xlarge,Memory optimized,32,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,12.5 Gbps,x86,,No license required,R6i,64,,,,4.0000000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m6i.4xl,us-west-2,db.m6i.4xlarge,General purpose,16,,Intel Xeon Scalable Ice Lake,64 GiB,EBS Only,Up to 12.5 Gbps,x86,,No license required,M6i,64,,,,2.7360000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r6g.12xl,us-west-2,db.r6g.12xlarge,Memory optimized,48,,AWS Graviton2,384 GiB,EBS Only,20 Gigabit,64-bit,,No license required,R6G,192,,,,10.3100000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.m6g.4xl,us-west-2,db.m6g.4xlarge,General purpose,16,,AWS Graviton2,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M6G,64,,,,2.4320000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.r5d.8xl,us-west-2,db.r5d.8xlarge,Memory optimized,32,,Intel Xeon Platinum 8175,256 GiB,2 x 600 NVMe SSD,10 Gbps,64-bit,,No license required,R5d,192,,,,12.8640000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r6g.2xl,us-west-2,db.r6g.2xlarge,Memory optimized,8,,AWS Graviton2,64 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R6G,16,,,,0.8990000000
MySQL,Single-AZ,USW2-InstanceUsage:db.m5.large,us-west-2,db.m5.large,General purpose,2,2.5 GHz,Intel Xeon Platinum 8175,8 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,M5,4,Up to 2120 Mbps,Yes,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",0.1710000000
MySQL,Multi-AZ (readable standbys),USW2-Multi-AZClusterUsage:db.m5d.large,us-west-2,db.m5d.large,General purpose,2,,Intel Xeon Platinum 8175,8 GiB,1 x 75 NVMe SSD,Up to 10 Gbps,64-bit,,No license required,M5d,12,,,,0.5850000000
PostgreSQL,Single-AZ,USW2-InstanceUsage:db.r5.4xl,us-west-2,db.r5.4xlarge,Memory optimized,16,Up to 3.1 GHz,Intel Xeon Platinum 8175,128 GiB,EBS Only,Up to 10 Gigabit,64-bit,,No license required,R5,32,3500 Mbps,Yes,,2.0000000000
MySQL,Multi-AZ,USW2-Multi-AZUsage:db.r6i.8xl,us-west-2,db.r6i.8xlarge,Memory optimized,32,,Intel Xeon Scalable Ice Lake,256 GiB,EBS Only,12.5 Gbps,x86,,No license required,R6i,128,,,,7.6800000000
